doc1,doc2,similarity
doc_000057,doc_000080,0.9047619047619048
doc_000026,doc_000080,0.9047619047619048
doc_000007,doc_000088,0.9047619047619048
doc_000046,doc_000088,0.9047619047619048
doc_000024,doc_000088,0.9047619047619048
doc_000021,doc_000088,0.9047619047619048
doc_000007,doc_000089,0.9047619047619048
doc_000046,doc_000089,0.9047619047619048
doc_000021,doc_000089,0.9047619047619048
doc_000088,doc_000089,0.9047619047619048
doc_000024,doc_000089,0.9047619047619048
doc_000006,doc_000090,0.9047619047619048
doc_000005,doc_000090,0.9047619047619048
doc_000003,doc_000090,0.9047619047619048
doc_000080,doc_000090,0.9047619047619048
doc_000057,doc_000090,0.9047619047619048
doc_000026,doc_000090,0.9047619047619048
doc_000006,doc_000099,0.9047619047619048
doc_000005,doc_000099,0.9047619047619048
doc_000003,doc_000099,0.9047619047619048
doc_000090,doc_000099,0.9047619047619048
doc_000080,doc_000099,0.9047619047619048
doc_000057,doc_000099,0.9047619047619048
doc_000026,doc_000099,0.9047619047619048
doc_000003,doc_000005,0.9047619047619048
doc_000005,doc_000006,0.9047619047619048
doc_000003,doc_000006,0.9047619047619048
doc_000004,doc_000016,0.9
doc_000000,doc_000016,0.9
doc_000004,doc_000027,0.9
doc_000016,doc_000027,0.9
doc_000000,doc_000027,0.9
doc_000004,doc_000030,0.9
doc_000027,doc_000030,0.9
doc_000016,doc_000030,0.9
doc_000000,doc_000030,0.9
doc_000004,doc_000037,0.9
doc_000030,doc_000037,0.9
doc_000027,doc_000037,0.9
doc_000016,doc_000037,0.9
doc_000000,doc_000037,0.9
doc_000004,doc_000047,0.9
doc_000037,doc_000047,0.9
doc_000030,doc_000047,0.9
doc_000027,doc_000047,0.9
doc_000016,doc_000047,0.9
doc_000000,doc_000047,0.9
doc_000004,doc_000059,0.9
doc_000047,doc_000059,0.9
doc_000037,doc_000059,0.9
doc_000030,doc_000059,0.9
doc_000027,doc_000059,0.9
doc_000016,doc_000059,0.9
doc_000000,doc_000059,0.9
doc_000004,doc_000063,0.9
doc_000059,doc_000063,0.9
doc_000047,doc_000063,0.9
doc_000037,doc_000063,0.9
doc_000030,doc_000063,0.9
doc_000027,doc_000063,0.9
doc_000016,doc_000063,0.9
doc_000000,doc_000063,0.9
doc_000004,doc_000070,0.9
doc_000063,doc_000070,0.9
doc_000059,doc_000070,0.9
doc_000047,doc_000070,0.9
doc_000037,doc_000070,0.9
doc_000030,doc_000070,0.9
doc_000027,doc_000070,0.9
doc_000016,doc_000070,0.9
doc_000000,doc_000070,0.9
doc_000004,doc_000071,0.9
doc_000070,doc_000071,0.9
doc_000063,doc_000071,0.9
doc_000059,doc_000071,0.9
doc_000047,doc_000071,0.9
doc_000037,doc_000071,0.9
doc_000030,doc_000071,0.9
doc_000027,doc_000071,0.9
doc_000016,doc_000071,0.9
doc_000000,doc_000071,0.9
doc_000004,doc_000096,0.9
doc_000071,doc_000096,0.9
doc_000070,doc_000096,0.9
doc_000063,doc_000096,0.9
doc_000059,doc_000096,0.9
doc_000047,doc_000096,0.9
doc_000037,doc_000096,0.9
doc_000030,doc_000096,0.9
doc_000027,doc_000096,0.9
doc_000016,doc_000096,0.9
doc_000000,doc_000096,0.9
doc_000000,doc_000004,0.9
doc_000001,doc_000014,0.9
api_20260416_034719_769078,doc_000014,0.9
api_20260416_034703_810579,doc_000014,0.9
api_20260416_033932_359570,doc_000014,0.9
api_20260416_020230_731102,doc_000014,0.9
doc_000001,doc_000020,0.9
api_20260416_034719_769078,doc_000020,0.9
api_20260416_034703_810579,doc_000020,0.9
api_20260416_033932_359570,doc_000020,0.9
api_20260416_020230_731102,doc_000020,0.9
doc_000014,doc_000020,0.9
doc_000001,doc_000023,0.9
api_20260416_034719_769078,doc_000023,0.9
api_20260416_034703_810579,doc_000023,0.9
api_20260416_033932_359570,doc_000023,0.9
api_20260416_020230_731102,doc_000023,0.9
doc_000020,doc_000023,0.9
doc_000014,doc_000023,0.9
doc_000001,doc_000034,0.9
api_20260416_034719_769078,doc_000034,0.9
api_20260416_034703_810579,doc_000034,0.9
api_20260416_033932_359570,doc_000034,0.9
api_20260416_020230_731102,doc_000034,0.9
doc_000023,doc_000034,0.9
doc_000020,doc_000034,0.9
doc_000014,doc_000034,0.9
doc_000001,doc_000038,0.9
api_20260416_034719_769078,doc_000038,0.9
api_20260416_034703_810579,doc_000038,0.9
api_20260416_033932_359570,doc_000038,0.9
api_20260416_020230_731102,doc_000038,0.9
doc_000034,doc_000038,0.9
doc_000023,doc_000038,0.9
doc_000020,doc_000038,0.9
doc_000014,doc_000038,0.9
doc_000001,doc_000055,0.9
api_20260416_034719_769078,doc_000055,0.9
api_20260416_034703_810579,doc_000055,0.9
api_20260416_033932_359570,doc_000055,0.9
api_20260416_020230_731102,doc_000055,0.9
doc_000034,doc_000055,0.9
doc_000023,doc_000055,0.9
doc_000020,doc_000055,0.9
doc_000014,doc_000055,0.9
doc_000038,doc_000055,0.9
doc_000001,doc_000056,0.9
api_20260416_034719_769078,doc_000056,0.9
api_20260416_034703_810579,doc_000056,0.9
api_20260416_033932_359570,doc_000056,0.9
api_20260416_020230_731102,doc_000056,0.9
doc_000055,doc_000056,0.9
doc_000034,doc_000056,0.9
doc_000023,doc_000056,0.9
doc_000020,doc_000056,0.9
doc_000014,doc_000056,0.9
doc_000038,doc_000056,0.9
doc_000001,doc_000066,0.9
api_20260416_034719_769078,doc_000066,0.9
api_20260416_034703_810579,doc_000066,0.9
api_20260416_033932_359570,doc_000066,0.9
api_20260416_020230_731102,doc_000066,0.9
doc_000056,doc_000066,0.9
doc_000055,doc_000066,0.9
doc_000034,doc_000066,0.9
doc_000023,doc_000066,0.9
doc_000020,doc_000066,0.9
doc_000014,doc_000066,0.9
doc_000038,doc_000066,0.9
doc_000001,doc_000078,0.9
api_20260416_034719_769078,doc_000078,0.9
api_20260416_034703_810579,doc_000078,0.9
api_20260416_033932_359570,doc_000078,0.9
api_20260416_020230_731102,doc_000078,0.9
doc_000066,doc_000078,0.9
doc_000056,doc_000078,0.9
doc_000055,doc_000078,0.9
doc_000034,doc_000078,0.9
doc_000023,doc_000078,0.9
doc_000020,doc_000078,0.9
doc_000014,doc_000078,0.9
doc_000038,doc_000078,0.9
doc_000001,doc_000082,0.9
api_20260416_034719_769078,doc_000082,0.9
api_20260416_034703_810579,doc_000082,0.9
api_20260416_033932_359570,doc_000082,0.9
api_20260416_020230_731102,doc_000082,0.9
doc_000078,doc_000082,0.9
doc_000066,doc_000082,0.9
doc_000056,doc_000082,0.9
doc_000055,doc_000082,0.9
doc_000034,doc_000082,0.9
doc_000023,doc_000082,0.9
doc_000020,doc_000082,0.9
doc_000014,doc_000082,0.9
doc_000038,doc_000082,0.9
doc_000001,doc_000084,0.9
api_20260416_034719_769078,doc_000084,0.9
api_20260416_034703_810579,doc_000084,0.9
api_20260416_033932_359570,doc_000084,0.9
api_20260416_020230_731102,doc_000084,0.9
doc_000082,doc_000084,0.9
doc_000078,doc_000084,0.9
doc_000066,doc_000084,0.9
doc_000056,doc_000084,0.9
doc_000055,doc_000084,0.9
doc_000034,doc_000084,0.9
doc_000023,doc_000084,0.9
doc_000020,doc_000084,0.9
doc_000014,doc_000084,0.9
doc_000038,doc_000084,0.9
doc_000001,doc_000095,0.9
api_20260416_034719_769078,doc_000095,0.9
api_20260416_034703_810579,doc_000095,0.9
api_20260416_033932_359570,doc_000095,0.9
api_20260416_020230_731102,doc_000095,0.9
doc_000084,doc_000095,0.9
doc_000082,doc_000095,0.9
doc_000078,doc_000095,0.9
doc_000066,doc_000095,0.9
doc_000056,doc_000095,0.9
doc_000055,doc_000095,0.9
doc_000034,doc_000095,0.9
doc_000023,doc_000095,0.9
doc_000020,doc_000095,0.9
doc_000014,doc_000095,0.9
doc_000038,doc_000095,0.9
doc_000011,doc_000022,0.9
doc_000011,doc_000036,0.9
doc_000022,doc_000036,0.9
doc_000036,doc_000040,0.9
doc_000011,doc_000040,0.9
doc_000022,doc_000040,0.9
doc_000040,doc_000061,0.9
doc_000036,doc_000061,0.9
doc_000011,doc_000061,0.9
doc_000022,doc_000061,0.9
doc_000061,doc_000062,0.9
doc_000040,doc_000062,0.9
doc_000036,doc_000062,0.9
doc_000011,doc_000062,0.9
doc_000022,doc_000062,0.9
doc_000062,doc_000065,0.9
doc_000061,doc_000065,0.9
doc_000040,doc_000065,0.9
doc_000036,doc_000065,0.9
doc_000022,doc_000065,0.9
doc_000011,doc_000065,0.9
doc_000062,doc_000086,0.9
doc_000061,doc_000086,0.9
doc_000040,doc_000086,0.9
doc_000036,doc_000086,0.9
doc_000011,doc_000086,0.9
doc_000065,doc_000086,0.9
doc_000022,doc_000086,0.9
doc_000086,doc_000093,0.9
doc_000062,doc_000093,0.9
doc_000061,doc_000093,0.9
doc_000040,doc_000093,0.9
doc_000036,doc_000093,0.9
doc_000011,doc_000093,0.9
doc_000065,doc_000093,0.9
doc_000022,doc_000093,0.9
doc_000012,doc_000019,0.8947368421052632
doc_000019,doc_000035,0.8947368421052632
doc_000012,doc_000035,0.8947368421052632
doc_000035,doc_000043,0.8947368421052632
doc_000019,doc_000043,0.8947368421052632
doc_000012,doc_000043,0.8947368421052632
doc_000043,doc_000073,0.8947368421052632
doc_000035,doc_000073,0.8947368421052632
doc_000019,doc_000073,0.8947368421052632
doc_000012,doc_000073,0.8947368421052632
doc_000073,doc_000097,0.8947368421052632
doc_000043,doc_000097,0.8947368421052632
doc_000035,doc_000097,0.8947368421052632
doc_000019,doc_000097,0.8947368421052632
doc_000012,doc_000097,0.8947368421052632
doc_000018,doc_000041,0.8947368421052632
doc_000045,doc_000048,0.8947368421052632
doc_000041,doc_000050,0.8947368421052632
doc_000018,doc_000050,0.8947368421052632
doc_000050,doc_000054,0.8947368421052632
doc_000041,doc_000054,0.8947368421052632
doc_000018,doc_000054,0.8947368421052632
doc_000048,doc_000069,0.8947368421052632
doc_000045,doc_000069,0.8947368421052632
doc_000054,doc_000083,0.8947368421052632
doc_000050,doc_000083,0.8947368421052632
doc_000041,doc_000083,0.8947368421052632
doc_000018,doc_000083,0.8947368421052632
doc_000083,doc_000087,0.8947368421052632
doc_000054,doc_000087,0.8947368421052632
doc_000050,doc_000087,0.8947368421052632
doc_000041,doc_000087,0.8947368421052632
doc_000018,doc_000087,0.8947368421052632
doc_000009,doc_000010,0.8947368421052632
doc_000009,doc_000015,0.8947368421052632
doc_000010,doc_000015,0.8947368421052632
doc_000009,doc_000017,0.8947368421052632
doc_000015,doc_000017,0.8947368421052632
doc_000010,doc_000017,0.8947368421052632
doc_000009,doc_000025,0.8947368421052632
doc_000017,doc_000025,0.8947368421052632
doc_000015,doc_000025,0.8947368421052632
doc_000010,doc_000025,0.8947368421052632
doc_000009,doc_000028,0.8947368421052632
doc_000017,doc_000028,0.8947368421052632
doc_000015,doc_000028,0.8947368421052632
doc_000010,doc_000028,0.8947368421052632
doc_000025,doc_000028,0.8947368421052632
doc_000009,doc_000032,0.8947368421052632
doc_000028,doc_000032,0.8947368421052632
doc_000017,doc_000032,0.8947368421052632
doc_000015,doc_000032,0.8947368421052632
doc_000010,doc_000032,0.8947368421052632
doc_000025,doc_000032,0.8947368421052632
doc_000009,doc_000042,0.8947368421052632
doc_000032,doc_000042,0.8947368421052632
doc_000028,doc_000042,0.8947368421052632
doc_000017,doc_000042,0.8947368421052632
doc_000015,doc_000042,0.8947368421052632
doc_000010,doc_000042,0.8947368421052632
doc_000025,doc_000042,0.8947368421052632
doc_000009,doc_000049,0.8947368421052632
doc_000042,doc_000049,0.8947368421052632
doc_000032,doc_000049,0.8947368421052632
doc_000028,doc_000049,0.8947368421052632
doc_000017,doc_000049,0.8947368421052632
doc_000015,doc_000049,0.8947368421052632
doc_000010,doc_000049,0.8947368421052632
doc_000025,doc_000049,0.8947368421052632
doc_000009,doc_000053,0.8947368421052632
doc_000049,doc_000053,0.8947368421052632
doc_000042,doc_000053,0.8947368421052632
doc_000032,doc_000053,0.8947368421052632
doc_000028,doc_000053,0.8947368421052632
doc_000017,doc_000053,0.8947368421052632
doc_000015,doc_000053,0.8947368421052632
doc_000010,doc_000053,0.8947368421052632
doc_000025,doc_000053,0.8947368421052632
doc_000009,doc_000067,0.8947368421052632
doc_000053,doc_000067,0.8947368421052632
doc_000049,doc_000067,0.8947368421052632
doc_000042,doc_000067,0.8947368421052632
doc_000032,doc_000067,0.8947368421052632
doc_000028,doc_000067,0.8947368421052632
doc_000017,doc_000067,0.8947368421052632
doc_000015,doc_000067,0.8947368421052632
doc_000010,doc_000067,0.8947368421052632
doc_000025,doc_000067,0.8947368421052632
doc_000009,doc_000072,0.8947368421052632
doc_000067,doc_000072,0.8947368421052632
doc_000053,doc_000072,0.8947368421052632
doc_000049,doc_000072,0.8947368421052632
doc_000042,doc_000072,0.8947368421052632
doc_000032,doc_000072,0.8947368421052632
doc_000028,doc_000072,0.8947368421052632
doc_000017,doc_000072,0.8947368421052632
doc_000015,doc_000072,0.8947368421052632
doc_000010,doc_000072,0.8947368421052632
doc_000025,doc_000072,0.8947368421052632
doc_000009,doc_000077,0.8947368421052632
doc_000072,doc_000077,0.8947368421052632
doc_000067,doc_000077,0.8947368421052632
doc_000053,doc_000077,0.8947368421052632
doc_000049,doc_000077,0.8947368421052632
doc_000042,doc_000077,0.8947368421052632
doc_000032,doc_000077,0.8947368421052632
doc_000028,doc_000077,0.8947368421052632
doc_000017,doc_000077,0.8947368421052632
doc_000015,doc_000077,0.8947368421052632
doc_000010,doc_000077,0.8947368421052632
doc_000025,doc_000077,0.8947368421052632
doc_000033,doc_000081,0.8571428571428571
doc_000079,doc_000094,0.8461538461538461
doc_000008,doc_000013,0.8461538461538461
doc_000031,doc_000044,0.8461538461538461
doc_000044,doc_000052,0.8461538461538461
doc_000031,doc_000052,0.8461538461538461
doc_000013,doc_000060,0.8461538461538461
doc_000008,doc_000060,0.8461538461538461
doc_000052,doc_000064,0.8461538461538461
doc_000044,doc_000064,0.8461538461538461
doc_000031,doc_000064,0.8461538461538461
doc_000060,doc_000091,0.8461538461538461
doc_000013,doc_000091,0.8461538461538461
doc_000008,doc_000091,0.8461538461538461
doc_000064,doc_000092,0.8461538461538461
doc_000052,doc_000092,0.8461538461538461
doc_000044,doc_000092,0.8461538461538461
doc_000031,doc_000092,0.8461538461538461
doc_000039,doc_000075,0.8333333333333334
doc_000075,doc_000076,0.8333333333333334
doc_000039,doc_000076,0.8333333333333334
doc_000076,doc_000085,0.8333333333333334
doc_000075,doc_000085,0.8333333333333334
doc_000039,doc_000085,0.8333333333333334
doc_000033,doc_000037,0.6
doc_000033,doc_000047,0.6
doc_000033,doc_000059,0.6
doc_000033,doc_000063,0.6
doc_000033,doc_000070,0.6
doc_000033,doc_000071,0.6
doc_000081,doc_000096,0.6
doc_000033,doc_000096,0.6
doc_000004,doc_000033,0.6
doc_000000,doc_000033,0.6
doc_000030,doc_000033,0.6
doc_000027,doc_000033,0.6
doc_000016,doc_000033,0.6
doc_000004,doc_000081,0.6
doc_000000,doc_000081,0.6
doc_000071,doc_000081,0.6
doc_000070,doc_000081,0.6
doc_000063,doc_000081,0.6
doc_000059,doc_000081,0.6
doc_000047,doc_000081,0.6
doc_000037,doc_000081,0.6
doc_000030,doc_000081,0.6
doc_000027,doc_000081,0.6
doc_000016,doc_000081,0.6
doc_000094,doc_000097,0.5789473684210527
doc_000079,doc_000097,0.5789473684210527
doc_000008,doc_000018,0.5789473684210527
doc_000013,doc_000018,0.5789473684210527
doc_000008,doc_000041,0.5789473684210527
doc_000013,doc_000041,0.5789473684210527
doc_000044,doc_000045,0.5789473684210527
doc_000031,doc_000045,0.5789473684210527
doc_000044,doc_000048,0.5789473684210527
doc_000031,doc_000048,0.5789473684210527
doc_000008,doc_000050,0.5789473684210527
doc_000013,doc_000050,0.5789473684210527
doc_000008,doc_000054,0.5789473684210527
doc_000013,doc_000054,0.5789473684210527
doc_000064,doc_000069,0.5789473684210527
doc_000052,doc_000069,0.5789473684210527
doc_000044,doc_000069,0.5789473684210527
doc_000031,doc_000069,0.5789473684210527
doc_000009,doc_000079,0.5789473684210527
doc_000077,doc_000079,0.5789473684210527
doc_000072,doc_000079,0.5789473684210527
doc_000067,doc_000079,0.5789473684210527
doc_000053,doc_000079,0.5789473684210527
doc_000049,doc_000079,0.5789473684210527
doc_000042,doc_000079,0.5789473684210527
doc_000032,doc_000079,0.5789473684210527
doc_000028,doc_000079,0.5789473684210527
doc_000017,doc_000079,0.5789473684210527
doc_000015,doc_000079,0.5789473684210527
doc_000010,doc_000079,0.5789473684210527
doc_000073,doc_000079,0.5789473684210527
doc_000043,doc_000079,0.5789473684210527
doc_000035,doc_000079,0.5789473684210527
doc_000019,doc_000079,0.5789473684210527
doc_000012,doc_000079,0.5789473684210527
doc_000025,doc_000079,0.5789473684210527
doc_000008,doc_000083,0.5789473684210527
doc_000060,doc_000083,0.5789473684210527
doc_000013,doc_000083,0.5789473684210527
doc_000008,doc_000087,0.5789473684210527
doc_000060,doc_000087,0.5789473684210527
doc_000013,doc_000087,0.5789473684210527
doc_000009,doc_000094,0.5789473684210527
doc_000077,doc_000094,0.5789473684210527
doc_000072,doc_000094,0.5789473684210527
doc_000067,doc_000094,0.5789473684210527
doc_000053,doc_000094,0.5789473684210527
doc_000049,doc_000094,0.5789473684210527
doc_000042,doc_000094,0.5789473684210527
doc_000032,doc_000094,0.5789473684210527
doc_000028,doc_000094,0.5789473684210527
doc_000017,doc_000094,0.5789473684210527
doc_000015,doc_000094,0.5789473684210527
doc_000010,doc_000094,0.5789473684210527
doc_000073,doc_000094,0.5789473684210527
doc_000043,doc_000094,0.5789473684210527
doc_000035,doc_000094,0.5789473684210527
doc_000019,doc_000094,0.5789473684210527
doc_000012,doc_000094,0.5789473684210527
doc_000025,doc_000094,0.5789473684210527
doc_000008,doc_000010,0.5789473684210527
doc_000013,doc_000015,0.5789473684210527
doc_000008,doc_000015,0.5789473684210527
doc_000013,doc_000017,0.5789473684210527
doc_000008,doc_000017,0.5789473684210527
doc_000008,doc_000025,0.5789473684210527
doc_000013,doc_000025,0.5789473684210527
doc_000013,doc_000028,0.5789473684210527
doc_000008,doc_000028,0.5789473684210527
doc_000013,doc_000032,0.5789473684210527
doc_000008,doc_000032,0.5789473684210527
doc_000013,doc_000042,0.5789473684210527
doc_000008,doc_000042,0.5789473684210527
doc_000013,doc_000049,0.5789473684210527
doc_000008,doc_000049,0.5789473684210527
doc_000013,doc_000053,0.5789473684210527
doc_000008,doc_000053,0.5789473684210527
doc_000060,doc_000067,0.5789473684210527
doc_000013,doc_000067,0.5789473684210527
doc_000008,doc_000067,0.5789473684210527
doc_000060,doc_000072,0.5789473684210527
doc_000013,doc_000072,0.5789473684210527
doc_000008,doc_000072,0.5789473684210527
doc_000060,doc_000077,0.5789473684210527
doc_000013,doc_000077,0.5789473684210527
doc_000008,doc_000077,0.5789473684210527
doc_000008,doc_000009,0.5789473684210527
doc_000009,doc_000013,0.5789473684210527
doc_000010,doc_000013,0.5789473684210527
doc_000048,doc_000052,0.5789473684210527
doc_000045,doc_000052,0.5789473684210527
doc_000009,doc_000060,0.5789473684210527
doc_000053,doc_000060,0.5789473684210527
doc_000049,doc_000060,0.5789473684210527
doc_000042,doc_000060,0.5789473684210527
doc_000032,doc_000060,0.5789473684210527
doc_000028,doc_000060,0.5789473684210527
doc_000017,doc_000060,0.5789473684210527
doc_000015,doc_000060,0.5789473684210527
doc_000010,doc_000060,0.5789473684210527
doc_000025,doc_000060,0.5789473684210527
doc_000054,doc_000060,0.5789473684210527
doc_000050,doc_000060,0.5789473684210527
doc_000041,doc_000060,0.5789473684210527
doc_000018,doc_000060,0.5789473684210527
doc_000048,doc_000064,0.5789473684210527
doc_000045,doc_000064,0.5789473684210527
doc_000009,doc_000091,0.5789473684210527
doc_000077,doc_000091,0.5789473684210527
doc_000072,doc_000091,0.5789473684210527
doc_000067,doc_000091,0.5789473684210527
doc_000053,doc_000091,0.5789473684210527
doc_000049,doc_000091,0.5789473684210527
doc_000042,doc_000091,0.5789473684210527
doc_000032,doc_000091,0.5789473684210527
doc_000028,doc_000091,0.5789473684210527
doc_000017,doc_000091,0.5789473684210527
doc_000015,doc_000091,0.5789473684210527
doc_000010,doc_000091,0.5789473684210527
doc_000025,doc_000091,0.5789473684210527
doc_000087,doc_000091,0.5789473684210527
doc_000083,doc_000091,0.5789473684210527
doc_000054,doc_000091,0.5789473684210527
doc_000050,doc_000091,0.5789473684210527
doc_000041,doc_000091,0.5789473684210527
doc_000018,doc_000091,0.5789473684210527
doc_000069,doc_000092,0.5789473684210527
doc_000048,doc_000092,0.5789473684210527
doc_000045,doc_000092,0.5789473684210527
doc_000033,doc_000051,0.5714285714285714
doc_000033,doc_000058,0.5714285714285714
doc_000033,doc_000068,0.5714285714285714
doc_000033,doc_000074,0.5714285714285714
doc_000081,doc_000098,0.5714285714285714
doc_000033,doc_000098,0.5714285714285714
doc_000033,doc_000046,0.5714285714285714
doc_000033,doc_000057,0.5714285714285714
doc_000033,doc_000080,0.5714285714285714
doc_000081,doc_000088,0.5714285714285714
doc_000033,doc_000088,0.5714285714285714
doc_000081,doc_000089,0.5714285714285714
doc_000033,doc_000089,0.5714285714285714
doc_000081,doc_000090,0.5714285714285714
doc_000033,doc_000090,0.5714285714285714
doc_000081,doc_000099,0.5714285714285714
doc_000033,doc_000099,0.5714285714285714
doc_000002,doc_000033,0.5714285714285714
doc_000029,doc_000033,0.5714285714285714
doc_000007,doc_000033,0.5714285714285714
doc_000006,doc_000033,0.5714285714285714
doc_000005,doc_000033,0.5714285714285714
doc_000003,doc_000033,0.5714285714285714
doc_000026,doc_000033,0.5714285714285714
doc_000024,doc_000033,0.5714285714285714
doc_000021,doc_000033,0.5714285714285714
doc_000007,doc_000081,0.5714285714285714
doc_000006,doc_000081,0.5714285714285714
doc_000005,doc_000081,0.5714285714285714
doc_000003,doc_000081,0.5714285714285714
doc_000080,doc_000081,0.5714285714285714
doc_000057,doc_000081,0.5714285714285714
doc_000046,doc_000081,0.5714285714285714
doc_000026,doc_000081,0.5714285714285714
doc_000021,doc_000081,0.5714285714285714
doc_000002,doc_000081,0.5714285714285714
doc_000074,doc_000081,0.5714285714285714
doc_000068,doc_000081,0.5714285714285714
doc_000058,doc_000081,0.5714285714285714
doc_000051,doc_000081,0.5714285714285714
doc_000029,doc_000081,0.5714285714285714
doc_000024,doc_000081,0.5714285714285714
doc_000001,doc_000079,0.55
api_20260416_034719_769078,doc_000079,0.55
api_20260416_034703_810579,doc_000079,0.55
api_20260416_033932_359570,doc_000079,0.55
api_20260416_020230_731102,doc_000079,0.55
doc_000078,doc_000079,0.55
doc_000066,doc_000079,0.55
doc_000056,doc_000079,0.55
doc_000055,doc_000079,0.55
doc_000034,doc_000079,0.55
doc_000023,doc_000079,0.55
doc_000020,doc_000079,0.55
doc_000014,doc_000079,0.55
doc_000038,doc_000079,0.55
doc_000001,doc_000094,0.55
api_20260416_034719_769078,doc_000094,0.55
api_20260416_034703_810579,doc_000094,0.55
api_20260416_033932_359570,doc_000094,0.55
api_20260416_020230_731102,doc_000094,0.55
doc_000084,doc_000094,0.55
doc_000082,doc_000094,0.55
doc_000078,doc_000094,0.55
doc_000066,doc_000094,0.55
doc_000056,doc_000094,0.55
doc_000055,doc_000094,0.55
doc_000034,doc_000094,0.55
doc_000023,doc_000094,0.55
doc_000020,doc_000094,0.55
doc_000014,doc_000094,0.55
doc_000038,doc_000094,0.55
doc_000031,doc_000034,0.55
doc_000031,doc_000038,0.55
doc_000052,doc_000055,0.55
doc_000044,doc_000055,0.55
doc_000031,doc_000055,0.55
doc_000052,doc_000056,0.55
doc_000044,doc_000056,0.55
doc_000031,doc_000056,0.55
doc_000064,doc_000066,0.55
doc_000052,doc_000066,0.55
doc_000044,doc_000066,0.55
doc_000031,doc_000066,0.55
doc_000064,doc_000078,0.55
doc_000052,doc_000078,0.55
doc_000044,doc_000078,0.55
doc_000031,doc_000078,0.55
doc_000064,doc_000082,0.55
doc_000052,doc_000082,0.55
doc_000044,doc_000082,0.55
doc_000031,doc_000082,0.55
doc_000079,doc_000082,0.55
doc_000064,doc_000084,0.55
doc_000052,doc_000084,0.55
doc_000044,doc_000084,0.55
doc_000031,doc_000084,0.55
doc_000079,doc_000084,0.55
doc_000092,doc_000095,0.55
doc_000064,doc_000095,0.55
doc_000052,doc_000095,0.55
doc_000044,doc_000095,0.55
doc_000031,doc_000095,0.55
doc_000094,doc_000095,0.55
doc_000079,doc_000095,0.55
doc_000008,doc_000011,0.55
doc_000011,doc_000013,0.55
doc_000008,doc_000022,0.55
doc_000013,doc_000022,0.55
doc_000011,doc_000031,0.55
doc_000001,doc_000031,0.55
api_20260416_034719_769078,doc_000031,0.55
api_20260416_034703_810579,doc_000031,0.55
api_20260416_033932_359570,doc_000031,0.55
api_20260416_020230_731102,doc_000031,0.55
doc_000023,doc_000031,0.55
doc_000020,doc_000031,0.55
doc_000014,doc_000031,0.55
doc_000022,doc_000031,0.55
doc_000031,doc_000036,0.55
doc_000013,doc_000036,0.55
doc_000008,doc_000036,0.55
doc_000031,doc_000040,0.55
doc_000013,doc_000040,0.55
doc_000008,doc_000040,0.55
doc_000040,doc_000044,0.55
doc_000036,doc_000044,0.55
doc_000011,doc_000044,0.55
doc_000001,doc_000044,0.55
api_20260416_034719_769078,doc_000044,0.55
api_20260416_034703_810579,doc_000044,0.55
api_20260416_033932_359570,doc_000044,0.55
api_20260416_020230_731102,doc_000044,0.55
doc_000034,doc_000044,0.55
doc_000023,doc_000044,0.55
doc_000020,doc_000044,0.55
doc_000014,doc_000044,0.55
